result,評価項目,評価表現,評判情報
"",画質,を考えると,GX8のISO1600時の画質を考えるとGRならISO3200を加えてもいけそう。
"",画質,が悪いのは,M10の後継機であるはずなのに目に見えて画質が悪いのはいかんともしがたい。
"",画質,が悪くなる,ブレ軽減モードは高感度にするだけなので、画質が悪くなる。
"",画質,と思います,画質通常の撮影の範囲では十分きれいな画質と思います．
"",画質,はものです,画質は、さすが1000万画素と思わせるものです。
"",画質,も良い,K10Dに使用してますが、カメラ側のプログラムをMTFモードにしていますから、画質も良いとこ撮りスタートです。
"",画質,はいいと,良い所は、使ってる皆さんのベタボメコメントにお任せしていいカメラながらも、もうちょっと見直して欲しい点低感度(ISO100)での画質は最高にいいとおもいますが高感度(ISO800〜)のノイズの多さは大変気になりました
"",画質,は良いですね,私は、これまでコンデジを二機種使用しておりましたがK10Dの画質は非常に良いですね。
"",画質,は劣りますが,画質はK20Dには劣りますが、ペンタックスが満を持して発売しカメラオブザイヤーを総なめにしたという意味では歴史に残るカメラになるかもしれませんね。
"",画質,は良いと,他に一眼デジを持ってないので比べる物がありませんが、画質は1000万画素としてはかなり良いと思います。
"",画質,が良くなりました,その結果手振れが改善されて、画質が良くなりました。
"",画質,はよい,画質はよい。
"",画質,はありません,画質コンパクト機からの乗換えなので画質は比べようもありません。
"",画質,もいいです,手軽に取れるし、画質もいいです。
"",画質,が悪いと,購入して、早速撮影してみるといかにコンパクトの画質が悪いと揶揄されるかの理由、そしてなによりも、携帯性を高めた上であそこまでの画質を叩き出すコンパクトの素晴らしさを思い知りました。
"",画質,もよいです,小型で持ちやすく、画質も600万画素クラスでは非常によいです。
"",画質,もなく,画質も申し分なく、操作性も良く、作りもカッチリしていて、さらにコストパフォーマンスも良く大満足してます。
"",画質,が良いです,でもこのレンズは開放からとても安定した写りをし、絞り込んでも他のレンズよりもはるかに画質が良いです。
"",画質,もいい,そのわりには画質もけっこういい感じ。
"",画質,の良い,Pentaxをお使いで、画質の良い標準ズームをお求めの方にはお薦めです。
"",画質,にありません,オールドレンズF70-210/4-5.6+F1.7xを多用していますが、画質に不満はありません。
"",画質,と思います,動画の画質は予想通りのもので、7〜8年前のDVとそんなに変わらない画質と思います。
"",画質,は高く,画質はK100Dの上位機種らしく、解像度も高く、階調描写もすばらしいです。
"",画質,はします,画質は最近の700万画素クラス(キャノン等)と似ている気がします。
"",画質,は良好です,画質は皆様の評価通り、カチッと良好です。
"",画質,はあります,まず画質は、低感度から高感度まで評判のよいフジのコンパクト系ですら(あたりまえなのでしょうが)遠く及ばない高画質で、600万画素でも細部につぶれの無い、十分な密度感があります。
