result,評価項目,評価表現,評判情報
"",バランス,のとれた,レスポンスが良く、全体的にバランスのとれた、モデルです。
"",バランス,のとれた,総合的に良くバランスのとれたコンデジと思います。
"",バランス,が良いと,大きさも2.7インチで本体とのバランスが良いと思います
"",バランス,が良いと,バランスが良いと思います。
"",バランス,のとれた,フラッシュを使用しても違和感の無いスナップが撮れ、高感度撮影をしても被写体ぶれなどの撮り損ないが少なく、軽快な動作、階層の浅いメニュー、わかりやすいボタン配列、非常にバランスのとれたコンパクトデジカメだと思います。
"",バランス,が取れた,一昔前の製品ですが、バランスが取れたいい機種です。
"",画質,が悪い,高感度とスタイル、バッテリーと良いとこ取りで発売日に買いましたが肝心の画質が悪い。
"",画質,の悪い,画質の悪いカメラで、500枚撮れてもうれしくないですから。
"",画質,は良いと,動画機能は操作も非常に簡単ですし，コンパクトデジカメとしての画質は良いと思います．
"",画質,が良いので,画質はそこそこですが、携帯性と動画の画質が良いので購入しました。
"",画質,が悪いので,デジタルズームって画質が悪いので嫌いです。
"",画質,を求める,特に画質を求める方は絶対に他の機種を求めるべきです。
"",画質,はありません,画質は(製品が古いこともあり)正直あまりよくありません。
"",画質,も良くて,もちろん画質も良くてよかったです。
"",画質,が違う,今、1位のフジフィルムのエビちゃんがCMしているのとは、画質が全然違う。
"",画質,もありません,基本性能である画質も問題ありません。
"",画質,は感じます,パンフレット上では前機種EXZ600とほとんど変わらないのですが、画質は格段に上がったように感じます。
"",画質,がいいです,色々と言われていますが、このクラスではとても画質がいいです。
"",画質,がいい,今発売されている屈曲光学系では、最も明るいレンズを使っていることも、画質がいい一因でしょう。
"",画質,はいいです,当然一眼レフ等と比べたら劣りますが、色々な機種を同条件で撮影した映像を比較した結果、屈曲光学系というグループの中では画質はとてもいいです。
"",画質,はありません,冨士のカメラと比べると画質は良くありません。
"",画質,は思いますが,画質は，光量が十分ある日中屋外であれば特に問題無いと思いますが，室内，曇天等それ以外は，少しノイジーに感じます。
"",画質,を求める,画質を求める人には不十分かもしれませんが、素人のぼくが楽しむ分にはほとんど文句無く良いです。
"",画質,といい,液晶といい画質といい多彩な機能と使っていて楽しいデジカメだと思います。
