result,評価項目,評価表現,評判情報
"",画質,は感じます,明るい場所での画質は十分ですが、他の方も仰る通り、ISO高感度の場合の画質はあまり良くないように感じます。
"",画質,は十分ですが,明るい場所での画質は十分ですが、他の方も仰る通り、ISO高感度の場合の画質はあまり良くないように感じます。
"",画質,が悪いのは,液晶の画質が悪いのは以前からコチラのクチコミでもチェックしていたので、気にしていません。
"",画質,も最高です,何と言っても起動がとても早くシャッターチャンスを逃しずらく、画質も生彩で最高です。
"",画質,もいいです,手振れも全く気になりませんし、画質もいいです。
"",画質,がいい,画質がいい。
"",画質,で満足しています,ウワサ通りの画質で満足しています。
"",画質,については思います,ISOを上げても、画質についてはPCの画面で見る分には全く問題ありませんし、出力した画質は、私のような初心者の方が普通のインクジェットで印刷するのであれば、不満は全くないレベルだと思います。
"",画質,で大満足です,さすが一眼レフと思わせる画質で大満足です。
"",画質,はありません,画質は文句ありません。
"",画質,はすばらしいです,日立のS-IPSの画質はすばらしいです。
"",画質,はなりません,画質は画素数が高いせいか、高感度ノイズが自然な感じで乗り、プリント時にも気になりません。
"",画質,がいい!,何しろ画質がいい!
"",画質,はしました,画質は、これもまた好みの問題があるものの、Canonと比べて高感度でのノイズ処理がまだ若干負けていることや、白トビがやや唐突に現れる傾向を感じているため、「4」にしました。
"",画質,もいいですし,CCDサイズも1/1.8なので画質もいいですし、発色も自然で好感が持てます。
"",画質,は及びませんが,画質はメイン使用のフジF31fdには及びませんが、これは比べる相手が悪すぎるというもの。
"",画質,をしましたが,評価項目の画質を4としましたが、ホワイトバランスを面倒がらずにそのつど測ってやれば、驚くほど現物に忠実な色を出してくれるカメラです。
"",画質,は良いです,画質はとても良いです。
"",画質,は満足です,画質は、スナップ、記録としては、とても満足です。
"",画質,もなし,マクロも5cmまで寄れ画質も申し分なし、色調も自然な色合いです。
"",画質,は劣りますが,画質は印象的には600万画素のD70よりも劣りますが、これはやむを得ないですね。
"",画質,もなかなか,ニコンは初めてなのですが思ったより使いやすく画質もなかなか
"",画質,は良いのですが,画質は3年前に購入したPanasonicのLC70に比べ、ISO800が使用出来るので比較的良いのですが、ISO1600やISO2000は、ノイズがひどく、使う気になりません操作性は、メニューの呼び出しは、取扱説明書を読まなくても扱え、OKボタンでの決定は押し間違いを防ぎ良いです。
"",画質,は思います,好みもありましょうが、実売で3倍の価格の17-35mmより画質はよいように思います。
"",画質,は良いです,はじめてのデジタル一眼レフなので細かいことは言えませんが、画質はとても良いです。
"",画質,もいいですし,総合的にEDも使ってるので画質もいいですし最高の一本です。
"",画質,が良い,マクロズームができること、画質が良いことなどをここで拝見して、試しにサンプル撮影に持っていったら…めちゃくちゃキレイでした!!
